timestamp,heart_rate,hrv,stress_score,skin_temp
2025-11-25 18:02:00,71.0,64.3,12.6,33.3
2025-11-25 18:03:00,71.0,55.8,33.4,32.9
2025-11-25 18:04:00,71.0,57.0,27.1,33.2
2025-11-25 18:05:00,72.0,52.0,25.7,33.1
2025-11-25 18:06:00,74.0,51.2,27.8,33.1
2025-11-25 18:07:00,74.0,51.6,18.3,33.4
2025-11-25 18:08:00,71.0,51.3,21.1,33.4
2025-11-25 18:09:00,71.0,71.8,19.3,33.1
2025-11-25 18:10:00,74.0,54.2,27.6,33.2
2025-11-25 18:11:00,74.0,52.2,26.1,33.1
2025-11-25 18:12:00,77.0,58.5,26.2,32.5
2025-11-25 18:13:00,77.0,52.5,27.0,33.0
2025-11-25 18:14:00,77.0,55.7,22.7,33.1
2025-11-25 18:15:00,77.0,47.4,22.7,33.2
2025-11-25 18:16:00,71.0,54.3,29.8,33.1
2025-11-25 18:17:00,76.0,56.7,25.9,33.2
2025-11-25 18:18:00,71.0,55.7,26.9,33.2
2025-11-25 18:19:00,71.0,50.1,23.8,32.9
2025-11-25 18:20:00,68.0,55.3,19.95,32.849999999999994
2025-11-25 18:21:00,68.0,59.5,16.1,32.8
2025-11-25 18:22:00,64.0,59.9,11.7,32.8
2025-11-25 18:23:00,64.0,53.3,23.2,32.9
2025-11-25 18:24:00,64.0,47.9,24.5,32.7
2025-11-25 18:25:00,64.0,59.4,23.3,32.7
2025-11-25 18:26:00,62.0,64.2,17.3,33.2
2025-11-25 18:27:00,61.0,56.6,20.5,32.7
2025-11-25 18:28:00,61.0,61.8,19.4,33.5
2025-11-25 18:29:00,60.0,57.4,15.0,32.6
2025-11-25 18:30:00,56.0,60.0,8.9,32.9
2025-11-25 18:31:00,55.0,68.3,7.4,32.9
2025-11-25 18:32:00,55.0,63.1,14.1,32.7
2025-11-25 18:33:00,54.0,61.6,2.9,32.7
2025-11-25 18:34:00,54.0,67.4,8.7,32.9
2025-11-25 18:35:00,56.0,60.5,14.3,32.8
2025-11-25 18:36:00,58.0,59.2,0.0,32.8
2025-11-25 18:37:00,56.0,65.0,16.5,33.1
2025-11-25 18:38:00,58.0,63.2,7.0,32.8
2025-11-25 18:39:00,56.0,67.2,9.0,32.7
2025-11-25 18:40:00,56.0,64.8,2.7,32.4
2025-11-25 18:41:00,56.0,56.2,10.2,32.8
2025-11-25 18:42:00,57.0,69.0,10.0,32.9
2025-11-25 18:43:00,61.0,53.9,22.1,32.8
2025-11-25 18:44:00,62.0,53.6,10.0,33.0
2025-11-25 18:45:00,62.0,54.3,13.3,33.0
2025-11-25 18:46:00,62.0,68.8,5.3,32.9
2025-11-25 18:47:00,63.0,61.7,12.2,32.7
2025-11-25 18:48:00,65.0,52.4,23.8,32.7
2025-11-25 18:49:00,66.0,52.2,7.7,32.7
2025-11-25 18:50:00,69.0,56.5,24.2,32.7
2025-11-25 18:51:00,72.0,58.3,14.1,33.0
2025-11-25 18:52:00,72.0,57.5,24.5,32.8
2025-11-25 18:53:00,72.0,56.4,21.5,32.6
2025-11-25 18:54:00,73.0,61.6,14.6,32.4
2025-11-25 18:55:00,73.0,53.5,25.5,32.8
2025-11-25 18:56:00,73.0,61.0,13.4,32.6
2025-11-25 18:57:00,74.0,44.8,27.6,33.1
2025-11-25 18:58:00,74.0,53.8,19.0,32.6
2025-11-25 18:59:00,75.0,51.5,32.1,32.8
2025-11-25 19:00:00,87.0,47.9,37.3,33.3
2025-11-25 19:01:00,87.0,38.3,38.6,32.9
2025-11-25 19:02:00,86.0,49.2,39.0,33.1
2025-11-25 19:03:00,84.0,48.6,29.0,33.5
2025-11-25 19:04:00,81.0,51.5,38.9,33.1
2025-11-25 19:05:00,79.0,47.5,31.0,33.4
2025-11-25 19:06:00,77.0,60.8,14.7,33.0
2025-11-25 19:07:00,77.0,54.3,18.6,33.2
2025-11-25 19:08:00,77.0,41.8,35.9,33.0
2025-11-25 19:09:00,79.0,52.0,23.7,33.2
2025-11-25 19:10:00,76.0,49.8,32.8,32.8
2025-11-25 19:11:00,69.0,58.1,27.2,32.8
2025-11-25 19:12:00,69.0,55.7,14.6,32.8
2025-11-25 19:13:00,69.0,52.5,20.9,32.8
2025-11-25 19:14:00,65.0,57.3,28.5,32.7
2025-11-25 19:15:00,63.0,55.0,21.8,32.7
2025-11-25 19:16:00,61.0,66.1,19.3,32.6
2025-11-25 19:17:00,56.0,67.0,5.4,32.9
2025-11-25 19:18:00,56.0,67.2,1.8,32.9
2025-11-25 19:19:00,59.0,55.6,13.4,32.8
2025-11-25 19:20:00,59.0,63.6,21.7,32.4
2025-11-25 19:21:00,59.0,59.3,11.3,32.5
2025-11-25 19:22:00,56.0,66.4,8.7,33.0
2025-11-25 19:23:00,56.0,63.8,1.6,32.8
2025-11-25 19:24:00,58.0,58.4,1.0,32.8
2025-11-25 19:25:00,58.0,63.2,17.5,32.5
2025-11-25 19:26:00,58.0,66.7,1.5,32.8
2025-11-25 19:27:00,55.0,62.0,12.1,32.6
2025-11-25 19:28:00,55.0,62.6,4.7,32.5
2025-11-25 19:29:00,55.0,54.3,19.6,32.8
2025-11-25 19:30:00,58.0,60.2,15.5,32.6
2025-11-25 19:31:00,58.0,63.6,15.0,32.7
2025-11-25 19:32:00,58.0,68.0,18.4,33.0
2025-11-25 19:33:00,61.0,55.2,12.6,32.9
2025-11-25 19:34:00,64.0,65.2,17.4,32.5
2025-11-25 19:35:00,67.0,51.6,19.6,32.8
2025-11-25 19:36:00,68.0,70.1,19.6,32.8
2025-11-25 19:37:00,68.0,60.5,16.9,33.2
2025-11-25 19:38:00,68.0,58.3,23.0,32.9
2025-11-25 19:39:00,71.0,51.2,21.5,32.6
2025-11-25 19:40:00,71.0,58.2,23.8,33.2
2025-11-25 19:41:00,71.0,57.8,16.1,32.8
2025-11-25 19:42:00,71.0,57.2,22.2,32.8
2025-11-25 19:43:00,74.0,54.0,25.9,33.0
2025-11-25 19:44:00,75.0,52.7,26.1,32.7
2025-11-25 19:45:00,75.0,53.9,28.7,32.8
2025-11-25 19:46:00,76.0,61.4,16.0,32.7
2025-11-25 19:47:00,77.0,49.5,33.7,33.0
2025-11-25 19:48:00,77.0,44.6,36.4,32.9
2025-11-25 19:49:00,74.0,53.8,15.9,33.0
2025-11-25 19:50:00,72.0,47.5,18.4,33.1
2025-11-25 19:51:00,72.0,61.5,18.1,32.6
2025-11-25 19:52:00,72.0,61.0,19.0,32.8
2025-11-25 19:53:00,71.0,55.8,29.3,33.2
2025-11-25 19:54:00,71.0,47.9,23.4,33.0
2025-11-25 19:55:00,70.0,51.1,24.2,32.9
2025-11-25 19:56:00,70.0,51.2,22.4,32.8
2025-11-25 19:57:00,70.0,59.4,11.9,32.8
2025-11-25 19:58:00,64.0,55.2,17.4,32.7
2025-11-25 19:59:00,63.0,53.2,19.9,33.0
2025-11-25 20:00:00,64.0,59.5,13.2,32.9
2025-11-25 20:01:00,65.0,62.3,11.8,33.2
2025-11-25 20:02:00,65.0,51.8,24.3,33.3
2025-11-25 20:03:00,62.0,56.5,19.2,33.1
2025-11-25 20:04:00,62.0,60.9,16.6,32.8
2025-11-25 20:05:00,62.0,64.8,12.2,33.0
2025-11-25 20:06:00,60.0,65.9,10.5,33.0
2025-11-25 20:07:00,56.0,58.1,17.8,32.9
2025-11-25 20:08:00,56.0,61.0,12.5,33.0
2025-11-25 20:09:00,56.0,66.4,6.5,32.8
2025-11-25 20:10:00,55.0,66.6,5.2,33.2
2025-11-25 20:11:00,54.0,64.5,9.8,33.1
2025-11-25 20:12:00,54.0,60.2,4.9,32.9
2025-11-25 20:13:00,54.0,59.0,14.7,33.4
2025-11-25 20:14:00,55.0,64.4,10.9,33.2
2025-11-25 20:15:00,56.0,65.7,11.7,32.9
2025-11-25 20:16:00,59.0,65.0,7.6,33.2
2025-11-25 20:17:00,59.0,59.4,19.1,33.6
2025-11-25 20:18:00,58.0,55.3,14.7,33.3
2025-11-25 20:19:00,58.0,68.2,3.0,33.3
2025-11-25 20:20:00,58.0,69.5,19.1,33.0
2025-11-25 20:21:00,60.0,64.5,10.0,33.2
2025-11-25 20:22:00,62.0,49.2,19.8,33.1
2025-11-25 20:23:00,62.0,66.1,6.6,33.4
2025-11-25 20:24:00,64.0,56.5,21.8,33.3
2025-11-25 20:25:00,64.0,60.8,16.8,33.1
2025-11-25 20:26:00,65.0,53.7,33.9,33.5
2025-11-25 20:27:00,65.0,51.0,22.9,33.3
2025-11-25 20:28:00,71.0,52.9,23.2,33.3
2025-11-25 20:29:00,72.0,43.2,26.4,33.1
2025-11-25 20:30:00,73.0,68.6,19.9,33.2
2025-11-25 20:31:00,76.0,54.6,27.7,33.4
2025-11-25 20:32:00,76.0,44.4,34.5,33.1
2025-11-25 20:33:00,78.0,47.5,26.5,33.2
2025-11-25 20:34:00,76.0,55.8,20.0,33.3
2025-11-25 20:35:00,78.0,47.3,25.7,33.2
2025-11-25 20:36:00,78.0,51.0,24.1,33.2
2025-11-25 20:37:00,80.0,61.5,16.3,32.9
2025-11-25 20:38:00,78.0,51.8,25.1,33.4
2025-11-25 20:39:00,71.0,56.9,20.7,33.5
2025-11-25 20:40:00,70.0,55.1,17.7,33.3
2025-11-25 20:41:00,71.0,52.8,18.0,33.4
2025-11-25 20:42:00,70.0,51.5,26.4,33.0
2025-11-25 20:43:00,74.0,54.7,35.4,33.1
2025-11-25 20:44:00,70.0,57.8,24.9,33.6
2025-11-25 20:45:00,71.0,57.0,20.9,33.5
2025-11-25 20:46:00,70.0,51.4,17.4,33.3
2025-11-25 20:47:00,65.0,57.7,23.4,33.2
2025-11-25 20:48:00,64.0,57.9,22.0,32.9
2025-11-25 20:49:00,62.0,60.1,21.1,33.2
2025-11-25 20:50:00,59.0,60.275,15.950000000000001,33.1
2025-11-25 20:51:00,59.0,60.45,10.8,32.9
2025-11-25 20:52:00,59.0,60.625,16.9,33.1
2025-11-25 20:53:00,58.0,60.8,15.7,33.4
2025-11-25 20:54:00,58.0,62.5,12.7,33.6
2025-11-25 20:55:00,58.0,64.4,12.2,33.6
2025-11-25 20:56:00,58.0,56.9,20.8,33.4
2025-11-25 20:57:00,56.0,60.4,12.0,33.4
2025-11-25 20:58:00,56.0,63.6,18.6,33.5
2025-11-25 20:59:00,56.0,66.9,3.5,33.4
2025-11-25 21:00:00,56.0,58.7,10.5,33.2
2025-11-25 21:01:00,55.0,60.2,7.2,33.0
2025-11-25 21:02:00,55.0,66.8,4.0,33.6
2025-11-25 21:03:00,55.0,66.5,6.5,33.4
2025-11-25 21:04:00,54.0,67.9,7.5,33.4
2025-11-25 21:05:00,54.0,58.8,13.6,33.1
2025-11-25 21:06:00,59.0,53.5,20.4,33.0
2025-11-25 21:07:00,61.0,62.8,9.7,33.4
2025-11-25 21:08:00,61.0,56.9,10.7,32.9
2025-11-25 21:09:00,62.0,51.1,19.4,33.2
2025-11-25 21:10:00,64.0,56.3,16.5,33.4
2025-11-25 21:11:00,65.0,59.2,19.5,32.9
2025-11-25 21:12:00,66.0,59.4,13.5,33.2
2025-11-25 21:13:00,67.0,56.2,20.9,33.5
2025-11-25 21:14:00,70.0,48.0,28.4,33.5
2025-11-25 21:15:00,71.0,60.5,29.9,33.4
2025-11-25 21:16:00,70.0,59.9,21.2,33.2
2025-11-25 21:17:00,71.0,62.8,14.8,33.5
2025-11-25 21:18:00,74.0,46.2,29.5,32.8
2025-11-25 21:19:00,75.0,57.0,21.1,33.2
2025-11-25 21:20:00,80.0,47.7,25.3,33.5
2025-11-25 21:21:00,80.0,50.0,35.2,33.4
2025-11-25 21:22:00,77.0,51.4,31.1,33.5
2025-11-25 21:23:00,74.0,47.3,39.0,33.0
2025-11-25 21:24:00,76.0,54.7,32.3,33.3
2025-11-25 21:25:00,74.0,54.2,26.2,33.2
2025-11-25 21:26:00,75.0,55.0,21.5,32.9
2025-11-25 21:27:00,72.0,51.3,35.5,33.4
2025-11-25 21:28:00,74.0,53.1,23.7,33.0
2025-11-25 21:29:00,74.0,49.4,20.7,33.2
2025-11-25 21:30:00,74.0,49.0,31.3,33.0
2025-11-25 21:31:00,72.0,58.2,21.7,33.2
2025-11-25 21:32:00,68.0,54.8,20.1,32.9
2025-11-25 21:33:00,68.0,48.1,21.3,33.0
2025-11-25 21:34:00,68.0,55.4,19.6,33.2
2025-11-25 21:35:00,67.0,52.3,16.4,32.8
2025-11-25 21:36:00,64.0,56.5,13.7,32.8
2025-11-25 21:37:00,62.0,59.7,18.5,32.9
2025-11-25 21:38:00,62.0,54.8,16.6,32.8
2025-11-25 21:39:00,61.0,49.6,18.1,33.1
2025-11-25 21:40:00,61.0,73.2,10.8,32.8
2025-11-25 21:41:00,61.0,51.8,16.1,32.8
2025-11-25 21:42:00,61.0,56.9,15.1,32.9
2025-11-25 21:43:00,61.0,57.3,25.6,33.1
2025-11-25 21:44:00,58.0,63.0,13.5,32.6
2025-11-25 21:45:00,55.0,66.8,8.0,32.7
2025-11-25 21:46:00,55.0,70.9,13.0,32.9
2025-11-25 21:47:00,58.0,59.2,4.6,32.7
2025-11-25 21:48:00,60.0,58.8,13.1,32.9
2025-11-25 21:49:00,60.0,67.7,22.5,32.9
2025-11-25 21:50:00,56.0,54.3,21.4,32.7
2025-11-25 21:51:00,56.0,56.3,10.4,32.7
2025-11-25 21:52:00,55.0,60.0,7.9,33.1
2025-11-25 21:53:00,55.0,64.2,14.7,32.8
2025-11-25 21:54:00,56.0,61.0,17.0,32.9
2025-11-25 21:55:00,57.0,63.8,5.4,33.0
2025-11-25 21:56:00,61.0,57.8,11.4,32.7
2025-11-25 21:57:00,61.0,64.8,10.6,32.9
2025-11-25 21:58:00,61.0,59.0,11.9,32.7
2025-11-25 21:59:00,61.0,56.2,17.5,32.8
2025-11-25 22:00:00,66.5,42.8,25.8,33.3
2025-11-25 22:01:00,72.0,51.7,21.7,33.5
2025-11-25 22:02:00,79.0,52.6,28.9,32.8
2025-11-25 22:03:00,79.0,50.0,33.9,34.0
2025-11-25 22:04:00,80.0,61.7,20.2,33.3
2025-11-25 22:05:00,76.0,47.9,28.0,33.3
2025-11-25 22:06:00,79.0,55.9,23.0,33.0
2025-11-25 22:07:00,78.0,56.8,24.0,33.2
2025-11-25 22:08:00,79.0,54.7,30.5,33.5
2025-11-25 22:09:00,78.0,53.4,29.0,33.4
2025-11-25 22:10:00,80.0,54.7,26.0,33.1
2025-11-25 22:11:00,80.0,51.2,29.1,32.8
2025-11-25 22:12:00,80.0,52.8,35.8,32.7
2025-11-25 22:13:00,77.0,56.6,29.5,33.0
2025-11-25 22:14:00,77.0,50.6,19.5,32.7
2025-11-25 22:15:00,78.0,47.4,34.6,32.7
2025-11-25 22:16:00,78.0,45.4,30.9,32.1
2025-11-25 22:17:00,76.0,44.3,35.4,32.9
2025-11-25 22:18:00,76.0,59.6,19.0,33.1
2025-11-25 22:19:00,76.0,50.8,33.1,32.5
2025-11-25 22:20:00,74.0,52.2,20.2,32.5
2025-11-25 22:21:00,70.0,51.5,27.7,32.6
2025-11-25 22:22:00,64.0,59.5,6.9,32.7
2025-11-25 22:23:00,64.0,68.1,17.5,32.7
2025-11-25 22:24:00,66.0,50.7,26.5,32.7
2025-11-25 22:25:00,66.0,63.5,19.7,32.8
2025-11-25 22:26:00,59.0,55.9,14.2,32.7
2025-11-25 22:27:00,59.0,72.7,15.8,32.8
2025-11-25 22:28:00,61.0,58.4,10.6,32.7
2025-11-25 22:29:00,61.0,53.5,18.6,32.7
2025-11-25 22:30:00,59.0,59.6,7.4,33.1
2025-11-25 22:31:00,59.0,54.0,18.1,32.4
2025-11-25 22:32:00,59.0,57.9,14.1,33.0
2025-11-25 22:33:00,52.0,57.1,7.4,32.9
2025-11-25 22:34:00,52.0,50.4,10.0,32.8
2025-11-25 22:35:00,51.0,58.3,11.8,32.9
2025-11-25 22:36:00,54.0,63.4,7.2,32.8
2025-11-25 22:37:00,54.0,63.4,0.0,32.6
2025-11-25 22:38:00,55.0,56.7,13.6,32.8
2025-11-25 22:39:00,57.0,63.5,4.6,32.7
2025-11-25 22:40:00,58.0,61.7,9.3,32.8
2025-11-25 22:41:00,59.0,50.1,23.3,32.7
2025-11-25 22:42:00,59.0,66.4,4.1,32.6
2025-11-25 22:43:00,58.0,57.1,22.7,32.6
2025-11-25 22:44:00,58.0,61.9,6.2,32.6
2025-11-25 22:45:00,58.0,57.3,15.9,32.6
2025-11-25 22:46:00,62.0,62.7,20.4,32.7
2025-11-25 22:47:00,64.0,61.3,9.8,33.1
2025-11-25 22:48:00,66.0,65.4,11.6,33.1
2025-11-25 22:49:00,69.0,58.4,21.0,32.7
2025-11-25 22:50:00,69.0,55.1,12.8,32.5
2025-11-25 22:51:00,68.0,57.4,19.7,33.0
2025-11-25 22:52:00,68.0,58.6,7.9,32.9
2025-11-25 22:53:00,71.0,56.7,17.5,33.0
2025-11-25 22:54:00,71.0,55.3,24.3,32.9
2025-11-25 22:55:00,71.0,58.9,29.2,33.0
2025-11-25 22:56:00,71.0,56.1,16.0,32.9
2025-11-25 22:57:00,74.0,42.9,24.4,32.7
2025-11-25 22:58:00,74.0,47.1,29.4,32.9
2025-11-25 22:59:00,74.0,49.1,32.2,33.1
2025-11-25 23:00:00,74.0,50.2,28.5,32.8
2025-11-25 23:01:00,74.0,56.5,14.6,33.1
2025-11-25 23:02:00,74.0,50.5,26.3,32.8
2025-11-25 23:03:00,75.0,63.0,18.5,32.9
2025-11-25 23:04:00,75.0,46.6,31.6,32.8
2025-11-25 23:05:00,75.0,41.6,30.1,32.7
2025-11-25 23:06:00,73.0,55.7,20.2,32.7
2025-11-25 23:07:00,71.0,50.1,28.6,32.8
2025-11-25 23:08:00,65.0,57.5,10.6,32.6
2025-11-25 23:09:00,65.0,58.0,24.5,33.0
2025-11-25 23:10:00,65.0,59.4,15.4,32.8
2025-11-25 23:11:00,65.0,49.8,17.8,32.9
2025-11-25 23:12:00,63.0,55.6,13.9,33.0
2025-11-25 23:13:00,60.0,64.0,7.2,32.8
2025-11-25 23:14:00,60.0,58.5,18.3,33.0
2025-11-25 23:15:00,58.0,60.6,10.7,32.9
2025-11-25 23:16:00,62.0,67.8,3.5,33.1
2025-11-25 23:17:00,62.0,68.4,9.6,33.1
2025-11-25 23:18:00,62.0,54.5,11.4,32.6
2025-11-25 23:19:00,59.0,51.0,15.3,33.1
2025-11-25 23:20:00,57.0,63.7,11.8,33.3
2025-11-25 23:21:00,57.0,60.2,5.8,33.2
2025-11-25 23:22:00,58.0,63.2,17.4,32.8
2025-11-25 23:23:00,58.0,67.6,14.7,33.4
2025-11-25 23:24:00,52.0,62.4,3.4,33.2
2025-11-25 23:25:00,52.0,67.8,12.9,33.2
2025-11-25 23:26:00,56.0,57.0,8.7,33.3
2025-11-25 23:27:00,56.0,60.8,10.5,32.7
2025-11-25 23:28:00,58.0,73.0,0.0,33.1
2025-11-25 23:29:00,58.0,53.7,17.5,33.3
2025-11-25 23:30:00,58.0,75.4,0.0,33.3
2025-11-25 23:31:00,58.0,64.7,13.4,33.0
2025-11-25 23:32:00,61.0,50.4,21.3,33.2
2025-11-25 23:33:00,61.0,63.7,16.2,33.1
2025-11-25 23:34:00,63.0,56.6,21.2,33.4
2025-11-25 23:35:00,63.0,58.7,11.8,33.4
2025-11-25 23:36:00,67.0,66.2,11.3,33.1
2025-11-25 23:37:00,67.0,59.7,17.2,33.0
2025-11-25 23:38:00,70.0,58.5,16.2,33.4
2025-11-25 23:39:00,70.0,54.5,24.0,33.3
2025-11-25 23:40:00,67.0,56.4,9.1,33.4
2025-11-25 23:41:00,67.0,64.3,14.5,33.1
2025-11-25 23:42:00,70.0,53.5,29.8,32.7
2025-11-25 23:43:00,77.0,53.3,20.7,33.0
2025-11-25 23:44:00,77.0,45.9,25.1,33.4
2025-11-25 23:45:00,78.0,47.7,29.2,33.0
2025-11-25 23:46:00,78.0,56.3,28.9,33.3
2025-11-25 23:47:00,80.0,49.9,24.2,33.3
2025-11-25 23:48:00,80.0,44.3,31.2,33.3
2025-11-25 23:49:00,75.0,47.7,33.4,33.7
2025-11-25 23:50:00,75.0,47.9,20.3,33.3
2025-11-25 23:51:00,75.0,53.6,27.1,33.1
2025-11-25 23:52:00,78.0,59.0,25.2,32.9
2025-11-25 23:53:00,70.0,54.0,34.0,33.0
2025-11-25 23:54:00,73.0,55.3,23.2,33.6
2025-11-25 23:55:00,68.0,52.2,19.9,33.5
2025-11-25 23:56:00,71.0,64.6,15.0,33.6
2025-11-25 23:57:00,69.0,53.9,20.4,33.2
2025-11-25 23:58:00,69.0,55.9,18.0,33.2
2025-11-25 23:59:00,67.0,46.1,25.8,33.1
2025-11-26 00:00:00,62.0,50.8,9.6,33.0
2025-11-26 00:01:00,62.0,69.0,8.7,33.3
2025-11-26 00:02:00,64.0,58.8,16.2,33.1
2025-11-26 00:03:00,64.0,66.3,6.4,33.1
2025-11-26 00:04:00,65.0,55.6,17.8,33.1
2025-11-26 00:05:00,61.0,63.2,17.0,33.5
2025-11-26 00:06:00,61.0,56.6,12.0,33.3
2025-11-26 00:07:00,60.0,60.9,5.6,33.1
2025-11-26 00:08:00,57.0,61.6,20.9,33.0
2025-11-26 00:09:00,57.0,68.8,20.2,33.2
2025-11-26 00:10:00,57.0,64.4,11.3,33.3
2025-11-26 00:11:00,56.0,49.1,19.6,33.3
2025-11-26 00:12:00,56.0,73.1,2.0,33.2
2025-11-26 00:13:00,58.0,55.3,13.8,33.3
2025-11-26 00:14:00,58.0,62.1,5.4,33.2
2025-11-26 00:15:00,54.0,62.6,11.4,33.4
2025-11-26 00:16:00,54.0,69.8,5.9,33.6
2025-11-26 00:17:00,58.0,66.3,12.8,33.6
2025-11-26 00:18:00,59.0,59.8,25.2,33.5
2025-11-26 00:19:00,60.0,53.3,10.6,33.3
2025-11-26 00:20:00,61.0,56.7,16.3,33.6
2025-11-26 00:21:00,61.0,52.7,18.3,33.1
2025-11-26 00:22:00,63.0,57.3,13.4,33.0
2025-11-26 00:23:00,63.0,55.5,3.1,33.7
2025-11-26 00:24:00,68.0,54.0,21.5,33.0
2025-11-26 00:25:00,68.0,63.8,20.1,33.5
2025-11-26 00:26:00,68.0,49.3,21.1,33.3
2025-11-26 00:27:00,68.0,55.2,20.0,33.2
2025-11-26 00:28:00,70.0,49.6,20.7,33.0
2025-11-26 00:29:00,71.0,42.5,35.2,33.5
2025-11-26 00:30:00,71.0,41.4,26.3,33.2
2025-11-26 00:31:00,71.0,52.5,30.6,33.4
2025-11-26 00:32:00,71.0,46.6,24.3,33.2
2025-11-26 00:33:00,76.0,49.5,30.2,33.6
2025-11-26 00:34:00,77.0,51.2,26.9,33.1
2025-11-26 00:35:00,77.0,47.6,30.2,33.06666666666667
2025-11-26 00:37:00,78.0,49.1,34.3,33.0
2025-11-26 00:38:00,76.0,41.4,35.5,33.3
2025-11-26 00:39:00,75.0,56.2,29.0,32.7
2025-11-26 00:40:00,72.0,39.9,26.3,33.5
2025-11-26 00:41:00,71.0,48.5,24.3,33.6
2025-11-26 00:42:00,71.0,51.5,28.9,33.5
2025-11-26 00:43:00,71.0,48.4,35.6,33.5
2025-11-26 00:44:00,71.0,49.9,25.0,33.1
2025-11-26 00:45:00,72.0,62.3,23.4,32.9
2025-11-26 00:46:00,70.0,55.7,26.2,33.4
2025-11-26 00:47:00,66.0,58.3,13.8,32.8
2025-11-26 00:48:00,66.0,69.5,4.6,33.1
2025-11-26 00:49:00,66.0,57.8,17.7,32.8
2025-11-26 00:50:00,64.0,54.7,7.1,33.3
2025-11-26 00:51:00,63.0,58.2,18.3,33.3
2025-11-26 00:52:00,61.0,64.2,11.2,33.3
2025-11-26 00:53:00,60.0,61.0,7.2,33.1
2025-11-26 00:54:00,60.0,59.1,7.5,32.8
2025-11-26 00:55:00,57.0,64.9,23.7,32.8
2025-11-26 00:56:00,59.0,55.3,10.4,32.9
2025-11-26 00:57:00,59.0,58.3,19.7,33.1
2025-11-26 00:58:00,59.0,51.5,25.1,33.2
2025-11-26 00:59:00,62.0,69.0,7.4,33.0
2025-11-26 01:00:00,68.0,52.6,31.7,33.4
2025-11-26 01:01:00,68.0,50.5,20.5,33.6
2025-11-26 01:02:00,66.0,56.1,17.9,33.4
2025-11-26 01:03:00,64.0,58.8,21.7,33.5
2025-11-26 01:04:00,63.0,56.9,23.3,33.5
2025-11-26 01:05:00,63.0,60.7,5.0,33.4
2025-11-26 01:06:00,62.0,49.3,21.2,33.5
2025-11-26 01:07:00,66.0,56.0,19.6,33.2
2025-11-26 01:08:00,66.0,60.7,19.4,33.4
2025-11-26 01:09:00,66.0,58.7,17.6,33.4
2025-11-26 01:11:00,66.0,51.3,22.5,32.9
2025-11-26 01:12:00,72.0,51.9,26.4,33.0
2025-11-26 01:13:00,72.0,50.0,25.8,33.0
2025-11-26 01:14:00,71.0,43.9,28.0,33.3
2025-11-26 01:15:00,71.0,50.8,26.2,32.9
2025-11-26 01:16:00,73.0,45.4,33.5,33.0
2025-11-26 01:17:00,73.0,55.0,29.2,33.0
2025-11-26 01:18:00,73.0,58.5,20.9,32.9
2025-11-26 01:19:00,72.0,51.6,32.6,32.8
2025-11-26 01:20:00,75.0,51.9,25.5,33.1
2025-11-26 01:21:00,78.0,46.8,42.4,32.9
2025-11-26 01:22:00,80.0,49.2,33.1,33.0
2025-11-26 01:23:00,80.0,55.3,32.3,32.7
2025-11-26 01:24:00,79.0,54.3,29.7,32.8
2025-11-26 01:25:00,75.0,57.6,22.0,32.6
2025-11-26 01:26:00,77.0,53.9,23.0,33.1
2025-11-26 01:27:00,75.0,51.9,20.0,32.5
2025-11-26 01:28:00,77.0,41.6,35.7,32.7
2025-11-26 01:29:00,75.0,59.8,27.3,32.7
2025-11-26 01:30:00,75.0,61.0,14.4,32.4
2025-11-26 01:31:00,69.0,58.3,22.7,33.0
2025-11-26 01:32:00,66.0,45.2,28.0,32.6
2025-11-26 01:33:00,66.0,59.3,19.9,32.7
2025-11-26 01:34:00,64.0,56.1,17.4,32.5
2025-11-26 01:35:00,64.0,60.5,17.9,32.8
2025-11-26 01:36:00,64.0,58.1,5.1,32.8
2025-11-26 01:37:00,66.0,48.6,20.4,32.8
2025-11-26 01:38:00,66.0,54.7,16.4,32.3
2025-11-26 01:39:00,61.0,69.5,12.5,32.7
2025-11-26 01:40:00,61.0,59.5,10.7,32.9
2025-11-26 01:41:00,60.0,60.3,8.8,33.0
2025-11-26 01:42:00,60.0,57.3,20.1,32.6
2025-11-26 01:43:00,55.0,58.8,2.4,32.8
2025-11-26 01:44:00,55.0,58.4,0.0,32.7
2025-11-26 01:45:00,55.0,60.7,5.7,32.5
2025-11-26 01:46:00,56.0,58.9,14.1,32.5
2025-11-26 01:47:00,56.0,68.7,10.8,32.6
2025-11-26 01:48:00,56.0,60.9,11.1,32.6
2025-11-26 01:49:00,55.0,63.8,4.3,32.5
2025-11-26 01:50:00,53.0,63.65,4.1,32.7
2025-11-26 01:51:00,53.0,63.5,7.6,32.3
2025-11-26 01:52:00,54.0,63.35,6.1,32.8
2025-11-26 01:53:00,57.0,63.2,3.1,32.3
2025-11-26 01:54:00,57.0,61.0,9.7,32.5
2025-11-26 01:55:00,58.0,62.5,11.4,32.7
2025-11-26 01:56:00,58.0,66.9,4.2,32.8
2025-11-26 01:57:00,65.0,60.0,15.8,32.6
2025-11-26 01:58:00,66.0,50.1,16.4,32.6
2025-11-26 02:00:00,69.33333333333333,54.9,22.8,32.4
2025-11-26 02:01:00,69.33333333333333,58.6,26.7,32.6
2025-11-26 02:02:00,71.0,49.3,20.0,32.8
2025-11-26 02:03:00,67.0,48.1,24.6,32.7
2025-11-26 02:04:00,70.0,60.1,13.8,32.7
2025-11-26 02:05:00,70.0,51.2,23.3,32.7
